country_name,country_iso2,week,category,weekly_rank,show_title,season_title,cumulative_weeks_in_top_10
United States,US,2024-04-21,Films,1,What Jennifer Did,N/A,2
United States,US,2024-04-21,Films,2,Anna,N/A,1
United States,US,2024-04-21,Films,3,Rebel Moon — Part Two: The Scargiver,N/A,1
United States,US,2024-04-21,Films,4,Woody Woodpecker Goes to Camp,N/A,2
United States,US,2024-04-21,Films,5,The Bricklayer,N/A,2
United States,US,2024-04-21,Films,6,Megan Leavey,N/A,2
United States,US,2024-04-21,Films,7,The Super Mario Bros. Movie,N/A,21
United States,US,2024-04-21,Films,8,Knocked Up,N/A,1
United States,US,2024-04-21,Films,9,Glass,N/A,3
United States,US,2024-04-21,Films,10,Hotel Transylvania 2,N/A,5
United States,US,2024-04-21,TV,1,Baby Reindeer,Baby Reindeer: Limited Series,2
United States,US,2024-04-21,TV,2,Unlocked: A Jail Experiment,Unlocked: A Jail Experiment: Season 1,2
United States,US,2024-04-21,TV,3,Killing Eve,Killing Eve: Season 1,1
United States,US,2024-04-21,TV,4,The Circle,The Circle: Season 6,1
United States,US,2024-04-21,TV,5,30 for 30: O.J.: Made in America,30 for 30: O.J.: Made in America: Season 1,1
United States,US,2024-04-21,TV,6,The Upshaws,The Upshaws: Part 5,1
United States,US,2024-04-21,TV,7,Our Living World,Our Living World: Limited Series,1
United States,US,2024-04-21,TV,8,Bad Dinosaurs,Bad Dinosaurs: Season 1,3
United States,US,2024-04-21,TV,9,Black Sails,Black Sails: Season 1,1
United States,US,2024-04-21,TV,10,3 Body Problem,3 Body Problem: Season 1,5
United States,US,2024-04-14,Films,1,What Jennifer Did,N/A,1
United States,US,2024-04-14,Films,2,Megan Leavey,N/A,1
United States,US,2024-04-14,Films,3,The Bricklayer,N/A,1
United States,US,2024-04-14,Films,4,Glass,N/A,2
United States,US,2024-04-14,Films,5,The Little Things,N/A,2
United States,US,2024-04-14,Films,6,Woody Woodpecker Goes to Camp,N/A,1
United States,US,2024-04-14,Films,7,Hotel Transylvania 2,N/A,4
United States,US,2024-04-14,Films,8,The Super Mario Bros. Movie,N/A,20
United States,US,2024-04-14,Films,9,Hotel Transylvania,N/A,2
United States,US,2024-04-14,Films,10,Happy Gilmore,N/A,4
United States,US,2024-04-14,TV,1,Unlocked: A Jail Experiment,Unlocked: A Jail Experiment: Season 1,1
United States,US,2024-04-14,TV,2,Neal Brennan: Crazy Good,N/A,1
United States,US,2024-04-14,TV,3,Files of the Unexplained,Files of the Unexplained: Season 1,2
United States,US,2024-04-14,TV,4,3 Body Problem,3 Body Problem: Season 1,4
United States,US,2024-04-14,TV,5,Parasyte: The Grey,Parasyte: The Grey: Limited Series,1
United States,US,2024-04-14,TV,6,Bad Dinosaurs,Bad Dinosaurs: Season 1,2
United States,US,2024-04-14,TV,7,RIPLEY,RIPLEY: Limited Series,1
United States,US,2024-04-14,TV,8,The Gentlemen,The Gentlemen: Season 1,6
United States,US,2024-04-14,TV,9,Baby Reindeer,Baby Reindeer: Limited Series,1
United States,US,2024-04-14,TV,10,THE MAGIC PRANK SHOW with Justin Willman,THE MAGIC PRANK SHOW with Justin Willman: Season 1,2
United States,US,2024-04-07,Films,1,The Little Things,N/A,1
United States,US,2024-04-07,Films,2,Baby Driver,N/A,1
United States,US,2024-04-07,Films,3,Glass,N/A,1
United States,US,2024-04-07,Films,4,Split,N/A,1
United States,US,2024-04-07,Films,5,Skyscraper,N/A,1
United States,US,2024-04-07,Films,6,Space Jam: A New Legacy,N/A,1
United States,US,2024-04-07,Films,7,The Accountant,N/A,2
United States,US,2024-04-07,Films,8,The Super Mario Bros. Movie,N/A,19
United States,US,2024-04-07,Films,9,Mortal Engines,N/A,1
United States,US,2024-04-07,Films,10,The Wages of Fear,N/A,2
United States,US,2024-04-07,TV,1,Files of the Unexplained,Files of the Unexplained: Season 1,1
United States,US,2024-04-07,TV,2,3 Body Problem,3 Body Problem: Season 1,3
United States,US,2024-04-07,TV,3,Testament: The Story of Moses,Testament: The Story of Moses: Season 1,2
United States,US,2024-04-07,TV,4,Bad Dinosaurs,Bad Dinosaurs: Season 1,1
United States,US,2024-04-07,TV,5,The Gentlemen,The Gentlemen: Season 1,5
United States,US,2024-04-07,TV,6,Is It Cake?,Is It Cake?: Season 3,2
United States,US,2024-04-07,TV,7,THE MAGIC PRANK SHOW with Justin Willman,THE MAGIC PRANK SHOW with Justin Willman: Season 1,1
United States,US,2024-04-07,TV,8,Sex and the City,Sex and the City: Season 1,1
United States,US,2024-04-07,TV,9,Vikings,Vikings: Season 1,1
United States,US,2024-04-07,TV,10,Homicide,Homicide: New York,3
United States,US,2024-03-31,Films,1,The Accountant,N/A,1
United States,US,2024-03-31,Films,2,On the Line,N/A,2
United States,US,2024-03-31,Films,3,Mending the Line,N/A,1
United States,US,2024-03-31,Films,4,The Super Mario Bros. Movie,N/A,18
United States,US,2024-03-31,Films,5,The Miracle Club,N/A,1
United States,US,2024-03-31,Films,6,Damsel,N/A,4
United States,US,2024-03-31,Films,7,Irish Wish,N/A,3
United States,US,2024-03-31,Films,8,Shirley,N/A,2
United States,US,2024-03-31,Films,9,Heart of the Hunter,N/A,1
United States,US,2024-03-31,Films,10,The Wages of Fear,N/A,1
United States,US,2024-03-31,TV,1,Testament: The Story of Moses,Testament: The Story of Moses: Season 1,1
United States,US,2024-03-31,TV,2,3 Body Problem,3 Body Problem: Season 1,2
United States,US,2024-03-31,TV,3,Homicide,Homicide: New York,2
United States,US,2024-03-31,TV,4,The Gentlemen,The Gentlemen: Season 1,4
United States,US,2024-03-31,TV,5,Dave Attell: Hot Cross Buns,N/A,1
United States,US,2024-03-31,TV,6,Buying Beverly Hills,Buying Beverly Hills: Season 2,1
United States,US,2024-03-31,TV,7,Physical: 100,Physical: 100: Season 2,2
United States,US,2024-03-31,TV,8,The Resident,The Resident: Season 1,2
United States,US,2024-03-31,TV,9,Gabby's Dollhouse,Gabby's Dollhouse: Season 9,1
United States,US,2024-03-31,TV,10,Is It Cake?,Is It Cake?: Season 3,1
United States,US,2024-03-24,Films,1,Irish Wish,N/A,2
United States,US,2024-03-24,Films,2,Damsel,N/A,3
United States,US,2024-03-24,Films,3,The Super Mario Bros. Movie,N/A,17
United States,US,2024-03-24,Films,4,Tyson's Run,N/A,1
United States,US,2024-03-24,Films,5,Shirley,N/A,1
United States,US,2024-03-24,Films,6,Cat & Dog,N/A,1
United States,US,2024-03-24,Films,7,On the Line,N/A,1
United States,US,2024-03-24,Films,8,The Boss Baby,N/A,12
United States,US,2024-03-24,Films,9,Your Lucky Day,N/A,2
United States,US,2024-03-24,Films,10,Turbo,N/A,5
United States,US,2024-03-24,TV,1,Homicide,Homicide: New York,1
United States,US,2024-03-24,TV,2,3 Body Problem,3 Body Problem: Season 1,1
United States,US,2024-03-24,TV,3,The Gentlemen,The Gentlemen: Season 1,3
United States,US,2024-03-24,TV,4,Physical: 100,Physical: 100: Season 2,1
United States,US,2024-03-24,TV,5,Brian Simpson: Live from the Mothership,N/A,1
United States,US,2024-03-24,TV,6,"The Program: Cons, Cults and Kidnapping","The Program: Cons, Cults and Kidnapping: Limited Series",3
United States,US,2024-03-24,TV,7,Avatar The Last Airbender,Avatar The Last Airbender: Season 1,5
United States,US,2024-03-24,TV,8,The Resident,The Resident: Season 1,1
United States,US,2024-03-24,TV,9,Hot Wheels Let's Race,Hot Wheels Let's Race: Season 1,3
United States,US,2024-03-24,TV,10,Bandidos,Bandidos: Season 1,2
United States,US,2024-03-17,Films,1,Damsel,N/A,2
United States,US,2024-03-17,Films,2,Irish Wish,N/A,1
United States,US,2024-03-17,Films,3,Alone,N/A,1
United States,US,2024-03-17,Films,4,The Super Mario Bros. Movie,N/A,16
United States,US,2024-03-17,Films,5,Noah,N/A,2
United States,US,2024-03-17,Films,6,Your Lucky Day,N/A,1
United States,US,2024-03-17,Films,7,Turbo,N/A,4
United States,US,2024-03-17,Films,8,Unthinkable,N/A,1
United States,US,2024-03-17,Films,9,"Ruby Gillman, Teenage Kraken",N/A,4
United States,US,2024-03-17,Films,10,The Boss Baby,N/A,11
United States,US,2024-03-17,TV,1,The Gentlemen,The Gentlemen: Season 1,2
United States,US,2024-03-17,TV,2,"The Program: Cons, Cults and Kidnapping","The Program: Cons, Cults and Kidnapping: Limited Series",2
United States,US,2024-03-17,TV,3,Love Is Blind,Love Is Blind: Season 6,5
United States,US,2024-03-17,TV,4,The Signal,The Signal: Limited Series,2
United States,US,2024-03-17,TV,5,Avatar The Last Airbender,Avatar The Last Airbender: Season 1,4
United States,US,2024-03-17,TV,6,Steve Treviño: Simple Man,N/A,1
United States,US,2024-03-17,TV,7,Bandidos,Bandidos: Season 1,1
United States,US,2024-03-17,TV,8,Hot Wheels Let's Race,Hot Wheels Let's Race: Season 1,2
United States,US,2024-03-17,TV,9,Turning Point: The Bomb and the Cold War,Turning Point: The Bomb and the Cold War: Season 1,1
United States,US,2024-03-17,TV,10,Blown Away,Blown Away: Season 4,1
United States,US,2024-03-10,Films,1,Damsel,N/A,1
United States,US,2024-03-10,Films,2,Spaceman,N/A,2
United States,US,2024-03-10,Films,3,The Super Mario Bros. Movie,N/A,15
United States,US,2024-03-10,Films,4,Code 8 Part II,N/A,2
United States,US,2024-03-10,Films,5,Noah,N/A,1
United States,US,2024-03-10,Films,6,Turbo,N/A,3
United States,US,2024-03-10,Films,7,"Ruby Gillman, Teenage Kraken",N/A,3
United States,US,2024-03-10,Films,8,Fear,N/A,1
United States,US,2024-03-10,Films,9,Think Like a Man Too,N/A,1
United States,US,2024-03-10,Films,10,27 Dresses,N/A,1
United States,US,2024-03-10,TV,1,"The Program: Cons, Cults and Kidnapping","The Program: Cons, Cults and Kidnapping: Limited Series",1
United States,US,2024-03-10,TV,2,The Gentlemen,The Gentlemen: Season 1,1
United States,US,2024-03-10,TV,3,Love Is Blind,Love Is Blind: Season 6,4
United States,US,2024-03-10,TV,4,Avatar The Last Airbender,Avatar The Last Airbender: Season 1,3
United States,US,2024-03-10,TV,5,American Conspiracy: The Octopus Murders,American Conspiracy: The Octopus Murders: Season 1,2
United States,US,2024-03-10,TV,6,Furies,Furies: Season 1,1
United States,US,2024-03-10,TV,7,The Tourist,The Tourist: Season 2,1
United States,US,2024-03-10,TV,8,The Signal,The Signal: Limited Series,1
United States,US,2024-03-10,TV,9,Hot Wheels Let's Race,Hot Wheels Let's Race: Season 1,1
United States,US,2024-03-10,TV,10,Brooklyn Nine-Nine,Brooklyn Nine-Nine: Season 1,2
United States,US,2024-03-03,Films,1,Mea Culpa,N/A,2
United States,US,2024-03-03,Films,2,Code 8 Part II,N/A,1
United States,US,2024-03-03,Films,3,"Ruby Gillman, Teenage Kraken",N/A,2
United States,US,2024-03-03,Films,4,The Super Mario Bros. Movie,N/A,14
United States,US,2024-03-03,Films,5,Spaceman,N/A,1
United States,US,2024-03-03,Films,6,Code 8,N/A,1
United States,US,2024-03-03,Films,7,The Legend of Hercules,N/A,1
United States,US,2024-03-03,Films,8,Minions,N/A,8
United States,US,2024-03-03,Films,9,The Abyss,N/A,2
United States,US,2024-03-03,Films,10,Trolls,N/A,9
United States,US,2024-03-03,TV,1,Avatar The Last Airbender,Avatar The Last Airbender: Season 1,2
United States,US,2024-03-03,TV,2,Love Is Blind,Love Is Blind: Season 6,3
United States,US,2024-03-03,TV,3,American Conspiracy: The Octopus Murders,American Conspiracy: The Octopus Murders: Season 1,1
United States,US,2024-03-03,TV,4,Brooklyn Nine-Nine,Brooklyn Nine-Nine: Season 1,1
United States,US,2024-03-03,TV,5,Resident Alien,Resident Alien: Season 1,3
United States,US,2024-03-03,TV,6,Chappelle's Home Team - Donnell Rawlings: A New Day,N/A,1
United States,US,2024-03-03,TV,7,Mike Epps: Ready to Sell Out,N/A,2
United States,US,2024-03-03,TV,8,One Day,One Day: Limited Series,4
United States,US,2024-03-03,TV,9,Can I Tell You A Secret?,Can I Tell You A Secret?: Limited Series,2
United States,US,2024-03-03,TV,10,Resident Alien,Resident Alien: Season 2,2
United States,US,2024-02-25,Films,1,Mea Culpa,N/A,1
United States,US,2024-02-25,Films,2,"Ruby Gillman, Teenage Kraken",N/A,1
United States,US,2024-02-25,Films,3,The Abyss,N/A,1
United States,US,2024-02-25,Films,4,Thanksgiving,N/A,2
United States,US,2024-02-25,Films,5,The Super Mario Bros. Movie,N/A,13
United States,US,2024-02-25,Films,6,Players,N/A,2
United States,US,2024-02-25,Films,7,"Lover, Stalker, Killer",N/A,3
United States,US,2024-02-25,Films,8,Einstein and the Bomb,N/A,2
United States,US,2024-02-25,Films,9,Minions,N/A,7
United States,US,2024-02-25,Films,10,Crossroads,N/A,1
United States,US,2024-02-25,TV,1,Avatar The Last Airbender,Avatar The Last Airbender: Season 1,1
United States,US,2024-02-25,TV,2,Love Is Blind,Love Is Blind: Season 6,2
United States,US,2024-02-25,TV,3,Mike Epps: Ready to Sell Out,N/A,1
United States,US,2024-02-25,TV,4,Resident Alien,Resident Alien: Season 1,2
United States,US,2024-02-25,TV,5,Can I Tell You A Secret?,Can I Tell You A Secret?: Limited Series,1
United States,US,2024-02-25,TV,6,One Day,One Day: Limited Series,3
United States,US,2024-02-25,TV,7,Warrior,Warrior: Season 1,1
United States,US,2024-02-25,TV,8,The Tourist,The Tourist: Season 1,4
United States,US,2024-02-25,TV,9,Resident Alien,Resident Alien: Season 2,1
United States,US,2024-02-25,TV,10,The Vince Staples Show,The Vince Staples Show: Limited Series,2
United States,US,2024-02-18,Films,1,"Lover, Stalker, Killer",N/A,2
United States,US,2024-02-18,Films,2,Players,N/A,1
United States,US,2024-02-18,Films,3,The Super Mario Bros. Movie,N/A,12
United States,US,2024-02-18,Films,4,American Assassin,N/A,2
United States,US,2024-02-18,Films,5,Orion and the Dark,N/A,3
United States,US,2024-02-18,Films,6,Einstein and the Bomb,N/A,1
United States,US,2024-02-18,Films,7,Seraphim Falls,N/A,2
United States,US,2024-02-18,Films,8,Horrible Bosses 2,N/A,1
United States,US,2024-02-18,Films,9,Thanksgiving,N/A,1
United States,US,2024-02-18,Films,10,Minions,N/A,6
United States,US,2024-02-18,TV,1,Love Is Blind,Love Is Blind: Season 6,1
United States,US,2024-02-18,TV,2,The Tourist,The Tourist: Season 1,3
United States,US,2024-02-18,TV,3,One Day,One Day: Limited Series,2
United States,US,2024-02-18,TV,4,Griselda,Griselda: Limited Series,4
United States,US,2024-02-18,TV,5,Resident Alien,Resident Alien: Season 1,1
United States,US,2024-02-18,TV,6,Taylor Tomlinson: Have It All,N/A,1
United States,US,2024-02-18,TV,7,The Vince Staples Show,The Vince Staples Show: Limited Series,1
United States,US,2024-02-18,TV,8,American Nightmare,American Nightmare: Season 1,5
United States,US,2024-02-18,TV,9,Young Sheldon,Young Sheldon: Season 6,3
United States,US,2024-02-18,TV,10,House of Ninjas,House of Ninjas: Season 1,1
United States,US,2024-02-11,Films,1,American Assassin,N/A,1
United States,US,2024-02-11,Films,2,"Lover, Stalker, Killer",N/A,1
United States,US,2024-02-11,Films,3,Orion and the Dark,N/A,2
United States,US,2024-02-11,Films,4,The Super Mario Bros. Movie,N/A,11
United States,US,2024-02-11,Films,5,Made in Italy,N/A,1
United States,US,2024-02-11,Films,6,The Vow,N/A,2
United States,US,2024-02-11,Films,7,Ready Player One,N/A,1
United States,US,2024-02-11,Films,8,Tom and Jerry,N/A,2
United States,US,2024-02-11,Films,9,Seraphim Falls,N/A,1
United States,US,2024-02-11,Films,10,The Greatest Night in Pop,N/A,2
United States,US,2024-02-11,TV,1,Griselda,Griselda: Limited Series,3
United States,US,2024-02-11,TV,2,The Tourist,The Tourist: Season 1,2
United States,US,2024-02-11,TV,3,American Nightmare,American Nightmare: Season 1,4
United States,US,2024-02-11,TV,4,Young Sheldon,Young Sheldon: Season 6,2
United States,US,2024-02-11,TV,5,One Day,One Day: Limited Series,1
United States,US,2024-02-11,TV,6,Alexander: The Making of a God,Alexander: The Making of a God: Season 1,2
United States,US,2024-02-11,TV,7,My Wife and Kids,My Wife and Kids: Season 1,1
United States,US,2024-02-11,TV,8,Fool Me Once,Fool Me Once: Limited Series,6
United States,US,2024-02-11,TV,9,Love on the Spectrum,Love on the Spectrum: Season 2,4
United States,US,2024-02-11,TV,10,Young Sheldon,Young Sheldon: Season 1,10
United States,US,2024-02-04,Films,1,The Postcard Killings,N/A,2
United States,US,2024-02-04,Films,2,The Greatest Night in Pop,N/A,1
United States,US,2024-02-04,Films,3,The Vow,N/A,1
United States,US,2024-02-04,Films,4,The Super Mario Bros. Movie,N/A,10
United States,US,2024-02-04,Films,5,Fury,N/A,1
United States,US,2024-02-04,Films,6,The Hill,N/A,3
United States,US,2024-02-04,Films,7,Deep Fear,N/A,1
United States,US,2024-02-04,Films,8,Orion and the Dark,N/A,1
United States,US,2024-02-04,Films,9,Tom and Jerry,N/A,1
United States,US,2024-02-04,Films,10,Pacific Rim,N/A,1
United States,US,2024-02-04,TV,1,Griselda,Griselda: Limited Series,2
United States,US,2024-02-04,TV,2,American Nightmare,American Nightmare: Season 1,3
United States,US,2024-02-04,TV,3,Alexander: The Making of a God,Alexander: The Making of a God: Season 1,1
United States,US,2024-02-04,TV,4,Love on the Spectrum,Love on the Spectrum: Season 2,3
United States,US,2024-02-04,TV,5,Fool Me Once,Fool Me Once: Limited Series,5
United States,US,2024-02-04,TV,6,Young Sheldon,Young Sheldon: Season 6,1
United States,US,2024-02-04,TV,7,The Tourist,The Tourist: Season 1,1
United States,US,2024-02-04,TV,8,Loudermilk,Loudermilk: Season 1,4
United States,US,2024-02-04,TV,9,NASCAR: Full Speed,NASCAR: Full Speed: Season 1,1
United States,US,2024-02-04,TV,10,Young Sheldon,Young Sheldon: Season 1,9
United States,US,2024-01-28,Films,1,The Hill,N/A,2
United States,US,2024-01-28,Films,2,The Legend of Tarzan,N/A,2
United States,US,2024-01-28,Films,3,Lift,N/A,3
United States,US,2024-01-28,Films,4,The Super Mario Bros. Movie,N/A,9
United States,US,2024-01-28,Films,5,Dumb Money,N/A,1
United States,US,2024-01-28,Films,6,Queenpins,N/A,2
United States,US,2024-01-28,Films,7,The Postcard Killings,N/A,1
United States,US,2024-01-28,Films,8,Queen Bees,N/A,2
United States,US,2024-01-28,Films,9,Fried Green Tomatoes,N/A,1
United States,US,2024-01-28,Films,10,Blood and Bone,N/A,1
United States,US,2024-01-28,TV,1,Griselda,Griselda: Limited Series,1
United States,US,2024-01-28,TV,2,American Nightmare,American Nightmare: Season 1,2
United States,US,2024-01-28,TV,3,Fool Me Once,Fool Me Once: Limited Series,4
United States,US,2024-01-28,TV,4,Love on the Spectrum,Love on the Spectrum: Season 2,2
United States,US,2024-01-28,TV,5,Loudermilk,Loudermilk: Season 1,3
United States,US,2024-01-28,TV,6,The Brothers Sun,The Brothers Sun: Season 1,4
United States,US,2024-01-28,TV,7,Love on the Spectrum,Love on the Spectrum: Season 1,3
United States,US,2024-01-28,TV,8,Queer Eye,Queer Eye: Season 8,1
United States,US,2024-01-28,TV,9,Young Sheldon,Young Sheldon: Season 1,8
United States,US,2024-01-28,TV,10,Loudermilk,Loudermilk: Season 2,1
United States,US,2024-01-21,Films,1,Lift,N/A,2
United States,US,2024-01-21,Films,2,The Legend of Tarzan,N/A,1
United States,US,2024-01-21,Films,3,Queenpins,N/A,1
United States,US,2024-01-21,Films,4,The Super Mario Bros. Movie,N/A,8
United States,US,2024-01-21,Films,5,Queen Bees,N/A,1
United States,US,2024-01-21,Films,6,The Equalizer 3,N/A,3
United States,US,2024-01-21,Films,7,Society of the Snow,N/A,3
United States,US,2024-01-21,Films,8,Escape Plan: The Extractors,N/A,1
United States,US,2024-01-21,Films,9,The Hill,N/A,1
United States,US,2024-01-21,Films,10,After Everything,N/A,2
United States,US,2024-01-21,TV,1,American Nightmare,American Nightmare: Season 1,1
United States,US,2024-01-21,TV,2,Fool Me Once,Fool Me Once: Limited Series,3
United States,US,2024-01-21,TV,3,Dusty Slay: Workin' Man,N/A,1
United States,US,2024-01-21,TV,4,Loudermilk,Loudermilk: Season 1,2
United States,US,2024-01-21,TV,5,Detective Forst,Detective Forst: Season 1,1
United States,US,2024-01-21,TV,6,Boy Swallows Universe,Boy Swallows Universe: Limited Series,2
United States,US,2024-01-21,TV,7,The Brothers Sun,The Brothers Sun: Season 1,3
United States,US,2024-01-21,TV,8,Dave Chappelle: The Dreamer,N/A,4
United States,US,2024-01-21,TV,9,The Trust,The Trust: Season 1,2
United States,US,2024-01-21,TV,10,Love on the Spectrum,Love on the Spectrum: Season 2,1
United States,US,2024-01-14,Films,1,Lift,N/A,1
United States,US,2024-01-14,Films,2,Society of the Snow,N/A,2
United States,US,2024-01-14,Films,3,The Equalizer 3,N/A,2
United States,US,2024-01-14,Films,4,Tyler Perry's The Single Moms Club,N/A,1
United States,US,2024-01-14,Films,5,The Super Mario Bros. Movie,N/A,7
United States,US,2024-01-14,Films,6,After Everything,N/A,1
United States,US,2024-01-14,Films,7,The Croods,N/A,4
United States,US,2024-01-14,Films,8,The Flintstones,N/A,1
United States,US,2024-01-14,Films,9,Trapped,N/A,1
United States,US,2024-01-14,Films,10,Teen Titans Go! To the Movies,N/A,1
United States,US,2024-01-14,TV,1,Fool Me Once,Fool Me Once: Limited Series,2
United States,US,2024-01-14,TV,2,The Brothers Sun,The Brothers Sun: Season 1,2
United States,US,2024-01-14,TV,3,Dave Chappelle: The Dreamer,N/A,3
United States,US,2024-01-14,TV,4,Pete Davidson: Turbo Fonzarelli,N/A,1
United States,US,2024-01-14,TV,5,You Are What You Eat: A Twin Experiment,You Are What You Eat: A Twin Experiment: Limited Series,2
United States,US,2024-01-14,TV,6,Loudermilk,Loudermilk: Season 1,1
United States,US,2024-01-14,TV,7,Jeffrey Epstein: Filthy Rich,Jeffrey Epstein: Filthy Rich: Limited Series,1
United States,US,2024-01-14,TV,8,The Trust,The Trust: Season 1,1
United States,US,2024-01-14,TV,9,Katt Williams: World War III,N/A,1
United States,US,2024-01-14,TV,10,Boy Swallows Universe,Boy Swallows Universe: Limited Series,1
United States,US,2024-01-07,Films,1,The Equalizer 3,N/A,1
United States,US,2024-01-07,Films,2,Aquaman,N/A,1
United States,US,2024-01-07,Films,3,The Super Mario Bros. Movie,N/A,6
United States,US,2024-01-07,Films,4,Those Who Wish Me Dead,N/A,1
United States,US,2024-01-07,Films,5,Society of the Snow,N/A,1
United States,US,2024-01-07,Films,6,John Wick,N/A,1
United States,US,2024-01-07,Films,7,Meg 2: The Trench,N/A,2
United States,US,2024-01-07,Films,8,John Wick: Chapter 3 - Parabellum,N/A,1
United States,US,2024-01-07,Films,9,John Wick: Chapter 2,N/A,1
United States,US,2024-01-07,Films,10,Elvis,N/A,1
United States,US,2024-01-07,TV,1,Fool Me Once,Fool Me Once: Limited Series,1
United States,US,2024-01-07,TV,2,Dave Chappelle: The Dreamer,N/A,2
United States,US,2024-01-07,TV,3,You Are What You Eat: A Twin Experiment,You Are What You Eat: A Twin Experiment: Limited Series,1
United States,US,2024-01-07,TV,4,Berlin,Berlin: Season 1,2
United States,US,2024-01-07,TV,5,My Life With the Walter Boys,My Life With the Walter Boys: Season 1,5
United States,US,2024-01-07,TV,6,The Brothers Sun,The Brothers Sun: Season 1,1
United States,US,2024-01-07,TV,7,Tacoma FD,Tacoma FD: Season 1,1
United States,US,2024-01-07,TV,8,Young Sheldon,Young Sheldon: Season 1,7
United States,US,2024-01-07,TV,9,Peppa Pig,Peppa Pig: Season 6,1
United States,US,2024-01-07,TV,10,Young Sheldon,Young Sheldon: Season 2,4
United States,US,2023-12-31,Films,1,Rebel Moon — Part One: A Child of Fire,N/A,2
United States,US,2023-12-31,Films,2,The Super Mario Bros. Movie,N/A,5
United States,US,2023-12-31,Films,3,Sniper: Ultimate Kill,N/A,1
United States,US,2023-12-31,Films,4,Sniper: Assassin's End,N/A,1
United States,US,2023-12-31,Films,5,Meg 2: The Trench,N/A,1
United States,US,2023-12-31,Films,6,Leave the World Behind,N/A,4
United States,US,2023-12-31,Films,7,Hell Camp: Teen Nightmare,N/A,1
United States,US,2023-12-31,Films,8,Gran Turismo: Based on a True Story,N/A,3
United States,US,2023-12-31,Films,9,Leo,N/A,6
United States,US,2023-12-31,Films,10,Family Switch,N/A,5
United States,US,2023-12-31,TV,1,Ricky Gervais: Armageddon,N/A,1
United States,US,2023-12-31,TV,2,The Manny,N/A,1
United States,US,2023-12-31,TV,3,My Life With the Walter Boys,My Life With the Walter Boys: Season 1,4
United States,US,2023-12-31,TV,4,Dave Chappelle: The Dreamer,N/A,1
United States,US,2023-12-31,TV,5,Young Sheldon,Young Sheldon: Season 1,6
United States,US,2023-12-31,TV,6,The Crown,The Crown: Season 6,6
United States,US,2023-12-31,TV,7,Berlin,Berlin: Season 1,1
United States,US,2023-12-31,TV,8,School Spirits,School Spirits: Season 1,4
United States,US,2023-12-31,TV,9,Trevor Noah: Where Was I,N/A,2
United States,US,2023-12-31,TV,10,Bebefinn Playtime,N/A,1
United States,US,2023-12-24,Films,1,Rebel Moon — Part One: A Child of Fire,N/A,1
United States,US,2023-12-24,Films,2,The Super Mario Bros. Movie,N/A,4
United States,US,2023-12-24,Films,3,Leave the World Behind,N/A,3
United States,US,2023-12-24,Films,4,Gran Turismo: Based on a True Story,N/A,2
United States,US,2023-12-24,Films,5,Holiday in the Vineyards,N/A,2
United States,US,2023-12-24,Films,6,Chicken Run: Dawn of the Nugget,N/A,2
United States,US,2023-12-24,Films,7,Family Switch,N/A,4
United States,US,2023-12-24,Films,8,Neighbors,N/A,1
United States,US,2023-12-24,Films,9,Leo,N/A,5
United States,US,2023-12-24,Films,10,The Christmas Chronicles,N/A,5
United States,US,2023-12-24,TV,1,My Life With the Walter Boys,My Life With the Walter Boys: Season 1,3
United States,US,2023-12-24,TV,2,Trevor Noah: Where Was I,N/A,1
United States,US,2023-12-24,TV,3,The Crown,The Crown: Season 6,5
United States,US,2023-12-24,TV,4,School Spirits,School Spirits: Season 1,3
United States,US,2023-12-24,TV,5,Young Sheldon,Young Sheldon: Season 1,5
United States,US,2023-12-24,TV,6,Yu Yu Hakusho,Yu Yu Hakusho: Season 1,2
United States,US,2023-12-24,TV,7,Car Masters: Rust to Riches,Car Masters: Rust to Riches: Season 5,2
United States,US,2023-12-24,TV,8,Obliterated,Obliterated: Season 1,4
United States,US,2023-12-24,TV,9,World War II: From the Frontlines,World War II: From the Frontlines: Season 1,3
United States,US,2023-12-24,TV,10,Young Sheldon,Young Sheldon: Season 2,3
United States,US,2023-12-17,Films,1,Leave the World Behind,N/A,2
United States,US,2023-12-17,Films,2,The Super Mario Bros. Movie,N/A,3
United States,US,2023-12-17,Films,3,Love and Monsters,N/A,1
United States,US,2023-12-17,Films,4,Gran Turismo: Based on a True Story,N/A,1
United States,US,2023-12-17,Films,5,Family Switch,N/A,3
United States,US,2023-12-17,Films,6,Leo,N/A,4
United States,US,2023-12-17,Films,7,The Adventures of Sharkboy and Lavagirl,N/A,2
United States,US,2023-12-17,Films,8,Holiday in the Vineyards,N/A,1
United States,US,2023-12-17,Films,9,Suicide Squad,N/A,2
United States,US,2023-12-17,Films,10,Chicken Run: Dawn of the Nugget,N/A,1
United States,US,2023-12-17,TV,1,My Life With the Walter Boys,My Life With the Walter Boys: Season 1,2
United States,US,2023-12-17,TV,2,The Crown,The Crown: Season 6,4
United States,US,2023-12-17,TV,3,World War II: From the Frontlines,World War II: From the Frontlines: Season 1,2
United States,US,2023-12-17,TV,4,School Spirits,School Spirits: Season 1,2
United States,US,2023-12-17,TV,5,Yu Yu Hakusho,Yu Yu Hakusho: Season 1,1
United States,US,2023-12-17,TV,6,Obliterated,Obliterated: Season 1,3
United States,US,2023-12-17,TV,7,Young Sheldon,Young Sheldon: Season 1,4
